Instant,Date,Season,Year,Month,Hour,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Windspeed,Not_Registered,Registered,Count
221,1/10/11,1,0,1,11,0,1,1,2,43.808,6.56,0.16,44.276,6.82,0.1364,47,11.80679465,2,28,30
222,1/10/11,1,0,1,12,0,1,1,2,46.76,8.2,0.2,48.362,9.09,0.1818,40,11.80679465,5,47,52
223,1/10/11,1,0,1,13,0,1,1,2,46.76,8.2,0.2,48.362,9.09,0.1818,40,11.80679465,4,50,54
224,1/10/11,1,0,1,14,0,1,1,2,46.76,8.2,0.2,49.73,9.85,0.197,40,9.321372782,0,47,47
225,1/10/11,1,0,1,15,0,1,1,2,46.76,8.2,0.2,49.73,9.85,0.197,40,9.321372782,2,43,45
226,1/10/11,1,0,1,16,0,1,1,1,46.76,8.2,0.2,51.089,10.605,0.2121,40,5.591158395,4,70,74
227,1/10/11,1,0,1,17,0,1,1,1,46.76,8.2,0.2,52.457,11.365,0.2273,40,4.350529057,4,174,178
228,1/10/11,1,0,1,18,0,1,1,1,46.76,8.2,0.2,49.73,9.85,0.197,40,9.321372782,1,154,155
229,1/10/11,1,0,1,19,0,1,1,1,43.808,6.56,0.16,47.003,8.335,0.1667,47,6.835950919,3,92,95
230,1/10/11,1,0,1,20,0,1,1,1,43.808,6.56,0.16,47.003,8.335,0.1667,50,6.835950919,1,73,74
231,1/10/11,1,0,1,21,0,1,1,1,42.332,5.74,0.14,44.276,6.82,0.1364,59,8.076580258,1,37,38
232,1/10/11,1,0,1,22,0,1,1,1,42.332,5.74,0.14,45.635,7.575,0.1515,59,6.835950919,2,22,24
233,1/10/11,1,0,1,23,0,1,1,1,42.332,5.74,0.14,45.635,7.575,0.1515,59,6.835950919,0,18,18
234,1/11/11,1,0,1,0,0,2,1,1,42.332,5.74,0.14,47.003,8.335,0.1667,59,4.350529057,2,10,12
235,1/11/11,1,0,1,1,0,2,1,1,42.332,5.74,0.14,45.635,7.575,0.1515,59,6.835950919,0,3,3
236,1/11/11,1,0,1,2,0,2,1,2,43.808,6.56,0.16,45.635,7.575,0.1515,55,8.076580258,0,3,3
237,1/11/11,1,0,1,5,0,2,1,2,43.808,6.56,0.16,48.362,9.09,0.1818,55,5.591158395,0,6,6
238,1/11/11,1,0,1,6,0,2,1,2,43.808,6.56,0.16,48.362,9.09,0.1818,55,5.591158395,0,27,27
239,1/11/11,1,0,1,7,0,2,1,2,43.808,6.56,0.16,52.457,11.365,0.2273,55,0,2,97,99
240,1/11/11,1,0,1,8,0,2,1,2,45.284,7.38,0.18,51.089,10.605,0.2121,51,3.730214387,3,214,217
241,1/11/11,1,0,1,9,0,2,1,2,45.284,7.38,0.18,49.73,9.85,0.197,51,6.835950919,3,127,130
242,1/11/11,1,0,1,10,0,2,1,2,46.76,8.2,0.2,51.089,10.605,0.2121,51,6.835950919,3,51,54
243,1/11/11,1,0,1,11,0,2,1,2,46.76,8.2,0.2,51.089,10.605,0.2121,47,5.591158395,4,31,35
244,1/11/11,1,0,1,12,0,2,1,2,46.76,8.2,0.2,52.457,11.365,0.2273,51,4.350529057,2,55,57
245,1/11/11,1,0,1,13,0,2,1,2,46.76,8.2,0.2,52.457,11.365,0.2273,59,3.730214387,6,46,52
246,1/11/11,1,0,1,14,0,2,1,2,46.76,8.2,0.2,52.457,11.365,0.2273,59,3.730214387,3,60,63
247,1/11/11,1,0,1,15,0,2,1,2,43.808,6.56,0.16,49.73,9.85,0.197,80,3.730214387,2,45,47
248,1/11/11,1,0,1,16,0,2,1,2,43.808,6.56,0.16,45.635,7.575,0.1515,86,9.321372782,4,72,76
249,1/11/11,1,0,1,17,0,2,1,2,43.808,6.56,0.16,45.635,7.575,0.1515,86,9.321372782,6,130,136
250,1/11/11,1,0,1,18,0,2,1,3,43.808,6.56,0.16,48.362,9.09,0.1818,93,4.350529057,1,94,95
251,1/11/11,1,0,1,19,0,2,1,3,43.808,6.56,0.16,52.457,11.365,0.2273,93,0,0,51,51
252,1/11/11,1,0,1,20,0,2,1,3,43.808,6.56,0.16,45.635,7.575,0.1515,93,8.076580258,0,32,32
253,1/11/11,1,0,1,21,0,2,1,3,43.808,6.56,0.16,49.73,9.85,0.197,86,3.730214387,0,20,20
254,1/11/11,1,0,1,22,0,2,1,3,43.808,6.56,0.16,48.362,9.09,0.1818,93,4.350529057,1,28,29
255,1/11/11,1,0,1,23,0,2,1,3,43.808,6.56,0.16,49.73,9.85,0.197,93,3.730214387,1,18,19
256,1/12/11,1,0,1,0,0,3,1,2,43.808,6.56,0.16,49.73,9.85,0.197,86,3.730214387,0,7,7
257,1/12/11,1,0,1,1,0,3,1,2,43.808,6.56,0.16,48.362,9.09,0.1818,86,4.350529057,0,6,6
258,1/12/11,1,0,1,2,0,3,1,1,42.332,5.74,0.14,45.635,7.575,0.1515,86,5.591158395,0,1,1
259,1/12/11,1,0,1,5,0,3,1,1,42.332,5.74,0.14,45.635,7.575,0.1515,86,6.835950919,0,5,5
260,1/12/11,1,0,1,6,0,3,1,1,40.856,4.92,0.12,45.635,7.575,0.1515,93,5.591158395,0,16,16
261,1/12/11,1,0,1,7,0,3,1,1,42.332,5.74,0.14,45.635,7.575,0.1515,69,5.591158395,0,54,54
262,1/12/11,1,0,1,8,0,3,1,1,43.808,6.56,0.16,47.003,8.335,0.1667,59,6.835950919,3,125,128
263,1/12/11,1,0,1,9,0,3,1,1,43.808,6.56,0.16,44.276,6.82,0.1364,59,13.67190184,3,78,81
264,1/12/11,1,0,1,10,0,3,1,1,45.284,7.38,0.18,48.362,9.09,0.1818,55,9.321372782,0,39,39
265,1/12/11,1,0,1,11,0,3,1,1,46.76,8.2,0.2,48.362,9.09,0.1818,51,16.1573237,3,32,35
266,1/12/11,1,0,1,12,0,3,1,1,46.76,8.2,0.2,45.635,7.575,0.1515,47,24.23390396,3,52,55
267,1/12/11,1,0,1,13,0,3,1,1,48.236,9.02,0.22,49.73,9.85,0.197,44,14.91253118,0,49,49
268,1/12/11,1,0,1,14,0,3,1,1,46.76,8.2,0.2,48.362,9.09,0.1818,47,13.67190184,0,44,44
269,1/12/11,1,0,1,15,0,3,1,1,46.76,8.2,0.2,47.003,8.335,0.1667,47,17.39795304,1,48,49
270,1/12/11,1,0,1,16,0,3,1,1,48.236,9.02,0.22,49.73,9.85,0.197,44,13.67190184,5,63,68
271,1/12/11,1,0,1,17,0,3,1,1,46.76,8.2,0.2,48.362,9.09,0.1818,47,14.91253118,0,139,139
272,1/12/11,1,0,1,18,0,3,1,1,46.76,8.2,0.2,45.635,7.575,0.1515,47,21.7484821,2,135,137
273,1/12/11,1,0,1,19,0,3,1,1,45.284,7.38,0.18,45.635,7.575,0.1515,47,17.39795304,1,82,83
274,1/12/11,1,0,1,20,0,3,1,1,43.808,6.56,0.16,44.276,6.82,0.1364,50,13.67190184,2,54,56
275,1/12/11,1,0,1,21,0,3,1,1,43.808,6.56,0.16,44.276,6.82,0.1364,55,13.67190184,0,57,57
276,1/12/11,1,0,1,22,0,3,1,1,43.808,6.56,0.16,42.908,6.06,0.1212,55,18.64274556,1,32,33
277,1/12/11,1,0,1,23,0,3,1,1,42.332,5.74,0.14,41.549,5.305,0.1061,59,17.39795304,1,19,20
278,1/13/11,1,0,1,0,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,59,11.80679465,1,6,7
279,1/13/11,1,0,1,1,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,50,11.80679465,0,2,2
280,1/13/11,1,0,1,2,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,50,14.91253118,0,2,2
281,1/13/11,1,0,1,3,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,50,13.67190184,0,3,3
282,1/13/11,1,0,1,4,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,50,10.56200212,0,4,4
283,1/13/11,1,0,1,5,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,50,12.42710931,0,3,3
284,1/13/11,1,0,1,6,0,4,1,1,40.856,4.92,0.12,45.635,7.575,0.1515,54,5.591158395,0,28,28
285,1/13/11,1,0,1,7,0,4,1,1,40.856,4.92,0.12,45.635,7.575,0.1515,54,5.591158395,0,72,72
286,1/13/11,1,0,1,8,0,4,1,1,42.332,5.74,0.14,44.276,6.82,0.1364,50,8.076580258,5,197,202
287,1/13/11,1,0,1,9,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,50,13.67190184,2,137,139
288,1/13/11,1,0,1,10,0,4,1,2,43.808,6.56,0.16,44.276,6.82,0.1364,50,14.91253118,2,36,38
289,1/13/11,1,0,1,11,0,4,1,2,46.76,8.2,0.2,47.003,8.335,0.1667,44,18.64274556,4,33,37
290,1/13/11,1,0,1,12,0,4,1,1,46.76,8.2,0.2,47.003,8.335,0.1667,44,17.39795304,3,49,52
291,1/13/11,1,0,1,13,0,4,1,1,48.236,9.02,0.22,49.73,9.85,0.197,41,18.64274556,2,81,83
292,1/13/11,1,0,1,14,0,4,1,1,48.236,9.02,0.22,49.73,9.85,0.197,41,16.1573237,3,39,42
293,1/13/11,1,0,1,15,0,4,1,1,49.712,9.84,0.24,51.089,10.605,0.2121,38,12.42710931,5,55,60
294,1/13/11,1,0,1,16,0,4,1,1,49.712,9.84,0.24,51.089,10.605,0.2121,38,14.91253118,2,76,78
295,1/13/11,1,0,1,17,0,4,1,1,46.76,8.2,0.2,48.362,9.09,0.1818,40,11.80679465,4,158,162
296,1/13/11,1,0,1,18,0,4,1,1,46.76,8.2,0.2,48.362,9.09,0.1818,40,13.67190184,3,141,144
297,1/13/11,1,0,1,19,0,4,1,1,43.808,6.56,0.16,45.635,7.575,0.1515,47,10.56200212,1,98,99
298,1/13/11,1,0,1,20,0,4,1,1,43.808,6.56,0.16,45.635,7.575,0.1515,47,9.321372782,0,64,64
299,1/13/11,1,0,1,21,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,46,12.42710931,0,40,40
300,1/13/11,1,0,1,22,0,4,1,1,42.332,5.74,0.14,42.908,6.06,0.1212,46,13.67190184,0,30,30
301,1/13/11,1,0,1,23,0,4,1,1,40.856,4.92,0.12,44.276,6.82,0.1364,50,8.076580258,1,14,15
302,1/14/11,1,0,1,0,0,5,1,1,40.856,4.92,0.12,44.276,6.82,0.1364,50,8.076580258,0,14,14
303,1/14/11,1,0,1,1,0,5,1,1,39.38,4.1,0.1,42.908,6.06,0.1212,54,6.835950919,0,5,5
304,1/14/11,1,0,1,2,0,5,1,1,39.38,4.1,0.1,42.908,6.06,0.1212,54,5.591158395,0,1,1
305,1/14/11,1,0,1,3,0,5,1,1,39.38,4.1,0.1,44.276,6.82,0.1364,54,4.350529057,0,1,1
306,1/14/11,1,0,1,5,0,5,1,1,39.38,4.1,0.1,44.276,6.82,0.1364,54,3.730214387,0,8,8
307,1/14/11,1,0,1,6,0,5,1,1,39.38,4.1,0.1,48.362,9.09,0.1818,54,0,0,17,17
308,1/14/11,1,0,1,7,0,5,1,1,39.38,4.1,0.1,42.908,6.06,0.1212,74,6.835950919,0,70,70
309,1/14/11,1,0,1,8,0,5,1,1,40.856,4.92,0.12,47.003,8.335,0.1667,68,0,2,156,158
310,1/14/11,1,0,1,9,0,5,1,1,42.332,5.74,0.14,45.635,7.575,0.1515,69,5.591158395,0,117,117
311,1/14/11,1,0,1,10,0,5,1,1,45.284,7.38,0.18,48.362,9.09,0.1818,55,8.076580258,4,40,44
312,1/14/11,1,0,1,11,0,5,1,1,45.284,7.38,0.18,47.003,8.335,0.1667,51,11.80679465,6,47,53
313,1/14/11,1,0,1,12,0,5,1,1,46.76,8.2,0.2,49.73,9.85,0.197,44,10.56200212,2,59,61
314,1/14/11,1,0,1,13,0,5,1,1,48.236,9.02,0.22,49.73,9.85,0.197,37,16.1573237,4,73,77
315,1/14/11,1,0,1,14,0,5,1,1,48.236,9.02,0.22,51.089,10.605,0.2121,41,11.80679465,5,59,64
316,1/14/11,1,0,1,15,0,5,1,1,49.712,9.84,0.24,53.816,12.12,0.2424,38,6.835950919,9,59,68
317,1/14/11,1,0,1,16,0,5,1,1,48.236,9.02,0.22,53.816,12.12,0.2424,41,4.350529057,3,87,90
318,1/14/11,1,0,1,17,0,5,1,1,48.236,9.02,0.22,52.457,11.365,0.2273,41,6.835950919,4,155,159
319,1/14/11,1,0,1,18,0,5,1,1,46.76,8.2,0.2,55.184,12.88,0.2576,47,0,5,134,139
320,1/14/11,1,0,1,19,0,5,1,1,43.808,6.56,0.16,49.73,9.85,0.197,59,3.730214387,3,89,92
321,1/14/11,1,0,1,20,0,5,1,1,45.284,7.38,0.18,53.816,12.12,0.2424,59,0,0,68,68
322,1/14/11,1,0,1,21,0,5,1,1,43.808,6.56,0.16,52.457,11.365,0.2273,69,0,4,48,52
323,1/14/11,1,0,1,22,0,5,1,2,43.808,6.56,0.16,52.457,11.365,0.2273,69,0,2,34,36
324,1/14/11,1,0,1,23,0,5,1,2,45.284,7.38,0.18,53.816,12.12,0.2424,55,0,1,26,27
325,1/15/11,1,0,1,0,0,6,0,1,45.284,7.38,0.18,53.816,12.12,0.2424,55,0,3,25,28
326,1/15/11,1,0,1,1,0,6,0,2,43.808,6.56,0.16,49.73,9.85,0.197,59,3.730214387,2,18,20
327,1/15/11,1,0,1,2,0,6,0,2,43.808,6.56,0.16,49.73,9.85,0.197,59,3.730214387,0,12,12
328,1/15/11,1,0,1,3,0,6,0,2,43.808,6.56,0.16,52.457,11.365,0.2273,59,0,1,7,8
329,1/15/11,1,0,1,4,0,6,0,2,43.808,6.56,0.16,52.457,11.365,0.2273,59,0,0,5,5
330,1/15/11,1,0,1,5,0,6,0,1,43.808,6.56,0.16,52.457,11.365,0.2273,59,0,0,1,1
331,1/15/11,1,0,1,6,0,6,0,1,42.332,5.74,0.14,47.003,8.335,0.1667,63,4.350529057,1,2,3
332,1/15/11,1,0,1,7,0,6,0,1,42.332,5.74,0.14,51.089,10.605,0.2121,63,0,1,9,10
333,1/15/11,1,0,1,8,0,6,0,1,42.332,5.74,0.14,45.635,7.575,0.1515,63,5.591158395,1,22,23
334,1/15/11,1,0,1,9,0,6,0,1,43.808,6.56,0.16,48.362,9.09,0.1818,64,5.591158395,2,31,33
335,1/15/11,1,0,1,10,0,6,0,1,45.284,7.38,0.18,49.73,9.85,0.197,59,6.835950919,2,57,59
336,1/15/11,1,0,1,11,0,6,0,1,46.76,8.2,0.2,49.73,9.85,0.197,55,9.321372782,18,54,72
337,1/15/11,1,0,1,12,0,6,0,1,49.712,9.84,0.24,52.457,11.365,0.2273,48,9.321372782,15,74,89
338,1/15/11,1,0,1,13,0,6,0,1,52.664,11.48,0.28,55.184,12.88,0.2576,38,12.42710931,21,80,101
339,1/15/11,1,0,1,14,0,6,0,1,54.14,12.3,0.3,57.911,14.395,0.2879,39,11.80679465,26,92,118
340,1/15/11,1,0,1,15,0,6,0,2,55.616,13.12,0.32,60.638,15.91,0.3182,36,8.076580258,21,108,129
341,1/15/11,1,0,1,16,0,6,0,2,57.092,13.94,0.34,61.997,16.665,0.3333,34,8.076580258,33,95,128
342,1/15/11,1,0,1,17,0,6,0,2,55.616,13.12,0.32,59.27,15.15,0.303,36,11.80679465,29,54,83
343,1/15/11,1,0,1,18,0,6,0,2,54.14,12.3,0.3,57.911,14.395,0.2879,45,10.56200212,15,69,84
344,1/15/11,1,0,1,19,0,6,0,2,55.616,13.12,0.32,59.27,15.15,0.303,39,10.56200212,14,60,74
345,1/15/11,1,0,1,20,0,6,0,2,55.616,13.12,0.32,59.27,15.15,0.303,39,10.56200212,6,35,41
346,1/15/11,1,0,1,21,0,6,0,2,55.616,13.12,0.32,59.27,15.15,0.303,39,9.321372782,6,51,57
347,1/15/11,1,0,1,22,0,6,0,2,54.14,12.3,0.3,60.638,15.91,0.3182,42,4.350529057,0,26,26
348,1/15/11,1,0,1,23,0,6,0,1,54.14,12.3,0.3,57.911,14.395,0.2879,45,11.80679465,5,39,44
349,1/16/11,1,0,1,0,0,0,0,1,51.188,10.66,0.26,59.27,15.15,0.303,56,0,6,33,39
350,1/16/11,1,0,1,1,0,0,0,1,51.188,10.66,0.26,56.543,13.635,0.2727,56,5.591158395,4,19,23
351,1/16/11,1,0,1,2,0,0,0,1,51.188,10.66,0.26,57.911,14.395,0.2879,56,3.730214387,3,13,16
352,1/16/11,1,0,1,3,0,0,0,1,48.236,9.02,0.22,56.543,13.635,0.2727,69,0,9,6,15
353,1/16/11,1,0,1,4,0,0,0,1,51.188,10.66,0.26,55.184,12.88,0.2576,56,6.835950919,0,1,1
354,1/16/11,1,0,1,5,0,0,0,2,51.188,10.66,0.26,55.184,12.88,0.2576,56,6.835950919,1,1,2
355,1/16/11,1,0,1,6,0,0,0,2,51.188,10.66,0.26,55.184,12.88,0.2576,56,6.835950919,0,1,1
356,1/16/11,1,0,1,7,0,0,0,2,49.712,9.84,0.24,51.089,10.605,0.2121,56,12.42710931,0,3,3
357,1/16/11,1,0,1,8,0,0,0,1,48.236,9.02,0.22,51.089,10.605,0.2121,55,11.80679465,0,18,18
358,1/16/11,1,0,1,9,0,0,0,1,48.236,9.02,0.22,51.089,10.605,0.2121,51,10.56200212,3,29,32
359,1/16/11,1,0,1,10,0,0,0,1,48.236,9.02,0.22,51.089,10.605,0.2121,51,11.80679465,8,71,79
360,1/16/11,1,0,1,11,0,0,0,1,49.712,9.84,0.24,52.457,11.365,0.2273,44,10.56200212,23,70,93
361,1/16/11,1,0,1,12,0,0,0,1,49.712,9.84,0.24,51.089,10.605,0.2121,41,11.80679465,29,75,104
362,1/16/11,1,0,1,13,0,0,0,1,51.188,10.66,0.26,52.457,11.365,0.2273,35,12.42710931,23,95,118
363,1/16/11,1,0,1,14,0,0,0,1,52.664,11.48,0.28,56.543,13.635,0.2727,36,10.56200212,22,69,91
364,1/16/11,1,0,1,15,0,0,0,1,51.188,10.66,0.26,53.816,12.12,0.2424,38,10.56200212,35,78,113
365,1/16/11,1,0,1,16,0,0,0,1,49.712,9.84,0.24,52.457,11.365,0.2273,38,9.321372782,22,77,99
366,1/16/11,1,0,1,17,0,0,0,1,48.236,9.02,0.22,51.089,10.605,0.2121,37,10.56200212,23,82,105
367,1/16/11,1,0,1,18,0,0,0,1,46.76,8.2,0.2,51.089,10.605,0.2121,40,6.835950919,11,56,67
368,1/16/11,1,0,1,19,0,0,0,1,45.284,7.38,0.18,49.73,9.85,0.197,47,5.591158395,14,47,61
369,1/16/11,1,0,1,20,0,0,0,1,45.284,7.38,0.18,49.73,9.85,0.197,47,6.835950919,7,50,57
370,1/16/11,1,0,1,21,0,0,0,1,45.284,7.38,0.18,49.73,9.85,0.197,51,6.835950919,6,22,28
371,1/16/11,1,0,1,22,0,0,0,2,46.76,8.2,0.2,51.089,10.605,0.2121,49,5.591158395,2,19,21
372,1/16/11,1,0,1,23,0,0,0,2,46.76,8.2,0.2,52.457,11.365,0.2273,40,4.350529057,0,18,18
373,1/17/11,1,0,1,0,1,1,0,2,46.76,8.2,0.2,49.73,9.85,0.197,47,9.321372782,1,16,17
374,1/17/11,1,0,1,1,1,1,0,2,46.76,8.2,0.2,49.73,9.85,0.197,44,8.076580258,1,15,16
375,1/17/11,1,0,1,2,1,1,0,2,45.284,7.38,0.18,47.003,8.335,0.1667,43,10.56200212,0,8,8
376,1/17/11,1,0,1,3,1,1,0,2,45.284,7.38,0.18,48.362,9.09,0.1818,43,8.076580258,0,2,2
377,1/17/11,1,0,1,4,1,1,0,2,45.284,7.38,0.18,49.73,9.85,0.197,43,5.591158395,1,2,3
378,1/17/11,1,0,1,5,1,1,0,2,45.284,7.38,0.18,49.73,9.85,0.197,43,6.835950919,0,1,1
379,1/17/11,1,0,1,6,1,1,0,2,45.284,7.38,0.18,48.362,9.09,0.1818,43,8.076580258,0,5,5
380,1/17/11,1,0,1,7,1,1,0,2,43.808,6.56,0.16,48.362,9.09,0.1818,50,5.591158395,4,9,13
381,1/17/11,1,0,1,8,1,1,0,2,43.808,6.56,0.16,45.635,7.575,0.1515,47,9.321372782,3,30,33
382,1/17/11,1,0,1,9,1,1,0,2,43.808,6.56,0.16,45.635,7.575,0.1515,47,9.321372782,8,39,47
383,1/17/11,1,0,1,10,1,1,0,2,43.808,6.56,0.16,45.635,7.575,0.1515,50,10.56200212,7,50,57
384,1/17/11,1,0,1,11,1,1,0,2,43.808,6.56,0.16,45.635,7.575,0.1515,55,8.076580258,9,55,64
385,1/17/11,1,0,1,12,1,1,0,2,45.284,7.38,0.18,49.73,9.85,0.197,47,5.591158395,10,70,80
386,1/17/11,1,0,1,13,1,1,0,2,45.284,7.38,0.18,49.73,9.85,0.197,47,5.591158395,13,80,93
387,1/17/11,1,0,1,14,1,1,0,2,45.284,7.38,0.18,51.089,10.605,0.2121,43,4.350529057,12,74,86
388,1/17/11,1,0,1,15,1,1,0,2,46.76,8.2,0.2,51.089,10.605,0.2121,47,6.835950919,21,72,93
389,1/17/11,1,0,1,16,1,1,0,2,46.76,8.2,0.2,51.089,10.605,0.2121,47,6.835950919,6,76,82
390,1/17/11,1,0,1,17,1,1,0,1,46.76,8.2,0.2,49.73,9.85,0.197,51,8.076580258,4,67,71
391,1/17/11,1,0,1,18,1,1,0,2,45.284,7.38,0.18,47.003,8.335,0.1667,55,10.56200212,7,85,92
392,1/17/11,1,0,1,19,1,1,0,3,45.284,7.38,0.18,48.362,9.09,0.1818,59,8.076580258,2,58,60
393,1/17/11,1,0,1,20,1,1,0,3,43.808,6.56,0.16,45.635,7.575,0.1515,80,8.076580258,4,29,33
394,1/17/11,1,0,1,21,1,1,0,3,43.808,6.56,0.16,45.635,7.575,0.1515,80,8.076580258,3,24,27
395,1/17/11,1,0,1,22,1,1,0,3,42.332,5.74,0.14,42.908,6.06,0.1212,93,10.56200212,0,13,13
396,1/17/11,1,0,1,23,1,1,0,3,43.808,6.56,0.16,44.276,6.82,0.1364,86,11.80679465,1,3,4
397,1/18/11,1,0,1,12,0,2,1,2,46.76,8.2,0.2,48.362,9.09,0.1818,86,13.67190184,0,3,3
398,1/18/11,1,0,1,13,0,2,1,2,46.76,8.2,0.2,49.73,9.85,0.197,86,9.321372782,0,22,22
399,1/18/11,1,0,1,14,0,2,1,2,48.236,9.02,0.22,52.457,11.365,0.2273,80,6.835950919,2,26,28
400,1/18/11,1,0,1,15,0,2,1,2,48.236,9.02,0.22,52.457,11.365,0.2273,87,6.835950919,3,32,35
401,1/18/11,1,0,1,16,0,2,1,2,48.236,9.02,0.22,52.457,11.365,0.2273,87,8.076580258,0,61,61
402,1/18/11,1,0,1,17,0,2,1,2,48.236,9.02,0.22,52.457,11.365,0.2273,82,8.076580258,1,124,125
403,1/18/11,1,0,1,18,0,2,1,2,48.236,9.02,0.22,52.457,11.365,0.2273,80,6.835950919,1,132,133
404,1/18/11,1,0,1,19,0,2,1,2,48.236,9.02,0.22,52.457,11.365,0.2273,80,5.591158395,1,98,99
405,1/18/11,1,0,1,20,0,2,1,2,48.236,9.02,0.22,56.543,13.635,0.2727,87,0,0,83,83
406,1/18/11,1,0,1,21,0,2,1,2,48.236,9.02,0.22,53.816,12.12,0.2424,93,4.350529057,0,41,41
407,1/18/11,1,0,1,22,0,2,1,2,48.236,9.02,0.22,55.184,12.88,0.2576,93,3.730214387,0,33,33
408,1/18/11,1,0,1,23,0,2,1,2,48.236,9.02,0.22,56.543,13.635,0.2727,93,0,1,19,20
409,1/19/11,1,0,1,0,0,3,1,2,48.236,9.02,0.22,56.543,13.635,0.2727,93,0,0,3,3
410,1/19/11,1,0,1,1,0,3,1,3,48.236,9.02,0.22,52.457,11.365,0.2273,93,5.591158395,1,6,7
411,1/19/11,1,0,1,2,0,3,1,3,48.236,9.02,0.22,52.457,11.365,0.2273,93,5.591158395,0,3,3
412,1/19/11,1,0,1,4,0,3,1,3,48.236,9.02,0.22,52.457,11.365,0.2273,93,5.591158395,1,1,2
413,1/19/11,1,0,1,5,0,3,1,2,48.236,9.02,0.22,55.184,12.88,0.2576,93,3.730214387,0,7,7
414,1/19/11,1,0,1,6,0,3,1,2,48.236,9.02,0.22,55.184,12.88,0.2576,93,3.730214387,0,32,32
415,1/19/11,1,0,1,7,0,3,1,2,49.712,9.84,0.24,55.184,12.88,0.2576,92,4.350529057,1,89,90
416,1/19/11,1,0,1,8,0,3,1,2,49.712,9.84,0.24,55.184,12.88,0.2576,93,4.350529057,1,196,197
417,1/19/11,1,0,1,9,0,3,1,2,49.712,9.84,0.24,55.184,12.88,0.2576,93,4.350529057,2,107,109
418,1/19/11,1,0,1,10,0,3,1,2,51.188,10.66,0.26,56.543,13.635,0.2727,93,5.591158395,1,46,47
419,1/19/11,1,0,1,11,0,3,1,2,52.664,11.48,0.28,59.27,15.15,0.303,87,3.730214387,5,47,52
420,1/19/11,1,0,1,12,0,3,1,2,54.14,12.3,0.3,60.638,15.91,0.3182,81,3.730214387,5,65,70
421,1/19/11,1,0,1,13,0,3,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,62,11.80679465,11,67,78
422,1/19/11,1,0,1,14,0,3,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,58,10.56200212,7,68,75
423,1/19/11,1,0,1,15,0,3,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,54,11.80679465,4,78,82
424,1/19/11,1,0,1,16,0,3,1,1,60.044,15.58,0.38,67.451,19.695,0.3939,58,16.1573237,10,94,104
425,1/19/11,1,0,1,17,0,3,1,1,58.568,14.76,0.36,61.997,16.665,0.3333,57,13.67190184,7,190,197
426,1/19/11,1,0,1,18,0,3,1,1,57.092,13.94,0.34,60.638,15.91,0.3182,61,11.80679465,5,156,161
427,1/19/11,1,0,1,19,0,3,1,1,55.616,13.12,0.32,57.911,14.395,0.2879,57,17.39795304,4,108,112
428,1/19/11,1,0,1,20,0,3,1,1,55.616,13.12,0.32,59.27,15.15,0.303,49,12.42710931,2,74,76
429,1/19/11,1,0,1,21,0,3,1,1,55.616,13.12,0.32,57.911,14.395,0.2879,49,17.39795304,4,55,59
430,1/19/11,1,0,1,22,0,3,1,1,54.14,12.3,0.3,59.27,15.15,0.303,52,6.835950919,6,53,59
431,1/19/11,1,0,1,23,0,3,1,1,54.14,12.3,0.3,56.543,13.635,0.2727,52,19.26306023,1,27,28
432,1/20/11,1,0,1,0,0,4,1,1,51.188,10.66,0.26,52.457,11.365,0.2273,56,16.1573237,5,8,13
433,1/20/11,1,0,1,1,0,4,1,1,51.188,10.66,0.26,56.543,13.635,0.2727,56,0,2,3,5
434,1/20/11,1,0,1,2,0,4,1,1,51.188,10.66,0.26,56.543,13.635,0.2727,56,0,0,2,2
435,1/20/11,1,0,1,3,0,4,1,1,51.188,10.66,0.26,55.184,12.88,0.2576,56,6.835950919,0,1,1
436,1/20/11,1,0,1,4,0,4,1,1,51.188,10.66,0.26,55.184,12.88,0.2576,56,6.835950919,0,1,1
437,1/20/11,1,0,1,5,0,4,1,1,49.712,9.84,0.24,52.457,11.365,0.2273,60,9.321372782,0,6,6
438,1/20/11,1,0,1,6,0,4,1,1,48.236,9.02,0.22,51.089,10.605,0.2121,60,9.321372782,0,35,35
439,1/20/11,1,0,1,7,0,4,1,1,48.236,9.02,0.22,51.089,10.605,0.2121,55,9.321372782,1,100,101
440,1/20/11,1,0,1,8,0,4,1,1,48.236,9.02,0.22,51.089,10.605,0.2121,55,11.80679465,2,247,249
441,1/20/11,1,0,1,9,0,4,1,2,49.712,9.84,0.24,52.457,11.365,0.2273,52,9.321372782,3,140,143
442,1/20/11,1,0,1,10,0,4,1,1,51.188,10.66,0.26,52.457,11.365,0.2273,48,12.42710931,1,56,57
