Instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Humidity_Normalized,Windspeed,Windspeed_Normalized,Not_Registered,Registered,Count
683,11/13/12,4,1,11,0,2,1,2,57.3379754,14.076653,0.343333,61.09025,16.16125,0.323225,66.2917,0.662917,14.24001016,0.342046,327,3767,4094
684,11/14/12,4,1,11,0,3,1,1,53.3405246,11.855847,0.289167,57.34067,14.07815,0.281563,55.2083,0.552083,8.310759454,0.199625,373,5122,5495
685,11/15/12,4,1,11,0,4,1,2,55.7390246,13.188347,0.321667,61.20428,16.2246,0.324492,62.0417,0.620417,6.369132907,0.152987,320,5125,5445
686,11/16/12,4,1,11,0,5,1,1,57.461,14.145,0.345,63.24836,17.3602,0.347204,52.4583,0.524583,7.120088343,0.171025,484,5214,5698
687,11/17/12,4,1,11,0,6,0,1,55.985,13.325,0.325,61.37447,16.31915,0.326383,54.5417,0.545417,7.482452027,0.179729,1313,4316,5629
688,11/18/12,4,1,11,0,0,0,1,57.2765,14.0425,0.3425,62.39714,16.8873,0.337746,69.2917,0.692917,9.475910235,0.227612,922,3747,4669
689,11/19/12,4,1,11,0,1,1,2,60.1054754,15.614153,0.380833,65.80589,18.78105,0.375621,62.3333,0.623333,9.786275729,0.235067,449,5050,5499
690,11/20/12,4,1,11,0,2,1,2,59.6135246,15.340847,0.374167,66.26003,19.03335,0.380667,68.5,0.685,3.44399537,0.082725,534,5100,5634
691,11/21/12,4,1,11,0,3,1,1,58.0759754,14.486653,0.353333,64.84028,18.2446,0.364892,61.375,0.61375,4.298322708,0.103246,615,4531,5146
692,11/22/12,4,1,11,1,4,0,1,57.092,13.94,0.34,63.53339,17.51855,0.350371,58.0417,0.580417,2.201109585,0.0528708,955,1470,2425
693,11/23/12,4,1,11,0,5,1,1,59.1829754,15.101653,0.368333,66.09011,18.93895,0.378779,56.875,0.56875,6.162389105,0.148021,1603,2307,3910
694,11/24/12,4,1,11,0,6,0,1,52.5409754,11.411653,0.278333,54.38678,12.4371,0.248742,40.4583,0.404583,15.68983958,0.376871,532,1745,2277
695,11/25/12,4,1,11,0,0,0,1,50.1424754,10.079153,0.245833,55.18247,12.87915,0.257583,46.8333,0.468333,6.265594479,0.1505,309,2115,2424
696,11/26/12,4,1,11,0,1,1,1,55.1239754,12.846653,0.313333,62.51036,16.9502,0.339004,53.5417,0.535417,1.942126129,0.04665,337,4750,5087
697,11/27/12,4,1,11,0,2,1,2,53.5250246,11.958347,0.291667,57.34022,14.0779,0.281558,78.6667,0.786667,9.890147213,0.237562,123,3836,3959
698,11/28/12,4,1,11,0,3,1,1,53.8940246,12.163347,0.296667,58.07858,14.4881,0.289762,50.625,0.50625,8.776869725,0.210821,198,5062,5260
699,11/29/12,4,1,11,0,4,1,1,52.728206,11.51567,0.28087,58.85798,14.9211,0.298422,55.5652,0.555652,4.809395384,0.115522,243,5080,5323
700,11/30/12,4,1,11,0,5,1,1,54.0169754,12.231653,0.298333,61.14803,16.19335,0.323867,64.9583,0.649583,2.434247984,0.0584708,362,5306,5668
701,12/1/12,4,1,12,0,6,0,2,54.0169754,12.231653,0.298333,60.52136,15.8452,0.316904,80.6667,0.806667,2.485596717,0.0597042,951,4240,5191
702,12/2/12,4,1,12,0,0,0,2,57.6455,14.2475,0.3475,64.32872,17.9604,0.359208,82.3333,0.823333,5.178128742,0.124379,892,3757,4649
703,12/3/12,4,1,12,0,1,1,1,65.3945,18.5525,0.4525,73.02164,22.7898,0.455796,76.75,0.7675,3.443820517,0.0827208,555,5679,6234
704,12/4/12,4,1,12,0,2,1,1,67.1164754,19.509153,0.475833,74.21486,23.4527,0.469054,73.375,0.73375,7.249313628,0.174129,551,6055,6606
705,12/5/12,4,1,12,0,3,1,1,64.3489754,17.971653,0.438333,70.52108,21.4006,0.428012,48.5,0.485,13.48959594,0.324021,331,5398,5729
706,12/6/12,4,1,12,0,4,1,1,50.8804754,10.489153,0.255833,55.23836,12.9102,0.258204,50.875,0.50875,7.275333538,0.174754,340,5035,5375
707,12/7/12,4,1,12,0,5,1,2,55.6774754,13.154153,0.320833,60.97622,16.0979,0.321958,76.4167,0.764167,5.437120524,0.1306,349,4659,5008
708,12/8/12,4,1,12,0,6,0,2,60.1670246,15.648347,0.381667,67.05572,19.4754,0.389508,91.125,0.91125,4.220596031,0.101379,1153,4429,5582
709,12/9/12,4,1,12,0,0,0,2,60.3515246,15.750847,0.384167,67.11314,19.5073,0.390146,90.5417,0.905417,6.57679261,0.157975,441,2787,3228
710,12/10/12,4,1,12,0,1,1,2,64.1644754,17.869153,0.435833,71.20175,21.77875,0.435575,92.5,0.925,7.922875442,0.190308,329,4841,5170
711,12/11/12,4,1,12,0,2,1,2,58.0759754,14.486653,0.353333,62.45267,16.91815,0.338363,59.6667,0.596667,12.32457005,0.296037,282,5219,5501
712,12/12/12,4,1,12,0,3,1,2,53.9555,12.1975,0.2975,58.76042,14.8669,0.297338,53.8333,0.538333,6.783369884,0.162937,310,5009,5319
713,12/13/12,4,1,12,0,4,1,1,53.8324754,12.129153,0.295833,58.47692,14.7094,0.294188,48.5833,0.485833,7.249313628,0.174129,425,5107,5532
714,12/14/12,4,1,12,0,5,1,1,52.7870246,11.548347,0.281667,58.47728,14.7096,0.294192,64.2917,0.642917,5.463306962,0.131229,429,5182,5611
715,12/15/12,4,1,12,0,6,0,1,55.9235246,13.290847,0.324167,62.45447,16.91915,0.338383,65.0417,0.650417,4.427547992,0.10635,767,4280,5047
716,12/16/12,4,1,12,0,0,0,2,58.7525,14.8625,0.3625,65.29442,18.4969,0.369938,83.875,0.83875,4.194076538,0.100742,538,3248,3786
717,12/17/12,4,1,12,0,1,1,2,61.0279754,16.126653,0.393333,68.135,20.075,0.4015,90.7083,0.907083,4.090675495,0.0982583,212,4373,4585
718,12/18/12,4,1,12,0,2,1,1,62.3194754,16.844153,0.410833,68.87372,20.4854,0.409708,66.625,0.66625,9.217459667,0.221404,433,5124,5557
719,12/19/12,4,1,12,0,3,1,1,56.5385,13.6325,0.3325,62.79458,17.1081,0.342162,62.5417,0.625417,7.664091819,0.184092,333,4934,5267
720,12/20/12,4,1,12,0,4,1,2,56.354,13.53,0.33,62.16953,16.76085,0.335217,66.7917,0.667917,5.514680674,0.132463,314,3814,4128
721,12/21/12,1,1,12,0,5,1,2,56.1080246,13.393347,0.326667,59.15903,15.08835,0.301767,55.6667,0.556667,15.58625952,0.374383,221,3402,3623
722,12/22/12,1,1,12,0,6,0,1,51.6184754,10.899153,0.265833,53.25017,11.80565,0.236113,44.125,0.44125,16.95857042,0.407346,205,1544,1749
723,12/23/12,1,1,12,0,0,0,1,50.1424754,10.079153,0.245833,55.35239,12.97355,0.259471,51.5417,0.515417,5.540492425,0.133083,408,1379,1787
724,12/24/12,1,1,12,0,1,1,2,49.0702352,9.483464,0.231304,55.301,12.945,0.2589,79.1304,0.791304,3.215244969,0.0772304,174,746,920
725,12/25/12,1,1,12,1,2,0,2,53.4982352,11.943464,0.291304,58.50185,14.72325,0.294465,73.4783,0.734783,7.024376704,0.168726,440,573,1013
726,12/26/12,1,1,12,0,3,1,3,49.9579754,9.976653,0.243333,51.82997,11.01665,0.220333,82.3333,0.823333,13.17839781,0.316546,9,432,441
727,12/27/12,1,1,12,0,4,1,2,50.7575246,10.420847,0.254167,52.39778,11.3321,0.226642,65.2917,0.652917,14.57668699,0.350133,247,1867,2114
728,12/28/12,1,1,12,0,5,1,2,50.6959754,10.386653,0.253333,54.95414,12.7523,0.255046,59,0.59,6.47254644,0.155471,644,2451,3095
729,12/29/12,1,1,12,0,6,0,2,50.6959754,10.386653,0.253333,53.816,12.12,0.2424,75.2917,0.752917,5.178295269,0.124383,159,1182,1341
730,12/30/12,1,1,12,0,0,0,1,50.8804754,10.489153,0.255833,52.853,11.585,0.2317,48.3333,0.483333,14.60254037,0.350754,364,1432,1796
731,12/31/12,1,1,12,0,1,1,2,47.9284754,8.849153,0.215833,52.11383,11.17435,0.223487,57.75,0.5775,6.446526529,0.154846,439,2290,2729
